job_id,product_type,quantity,priority,due_time,process_step,process_id,machine_id,load_type,start_time,end_time,setup_time_min,processing_time_min,total_time_min,operation_energy_kWh_est
J072,C,166,2,2026-09-27 01:45:00,2,C-HT,M03,Maximum,2026-09-29 09:30:00,2026-09-29 14:20:00,35,255,290,633.167
J072,C,166,2,2026-09-27 01:45:00,3,C-INS,M05,Light,2026-09-29 14:30:00,2026-09-29 16:25:00,10,105,115,57.067
J062,A,286,1,2026-09-27 02:15:00,1,A-CUT,M01,Medium,2026-09-29 06:00:00,2026-09-29 10:05:00,20,225,245,274.8
J062,A,286,1,2026-09-27 02:15:00,2,A-PRS,M04,Maximum,2026-09-29 10:15:00,2026-09-29 16:00:00,0,345,345,718.75
J062,A,286,1,2026-09-27 02:15:00,3,A-INS,M05,Light,2026-09-29 16:30:00,2026-09-29 19:40:00,10,180,190,97.067
J030,A,160,3,2026-09-27 04:45:00,1,A-CUT,M01,Medium,2026-09-29 10:15:00,2026-09-29 12:15:00,0,120,120,144.0
J030,A,160,3,2026-09-27 04:45:00,2,A-PRS,M04,Maximum,2026-09-29 16:00:00,2026-09-29 19:15:00,0,195,195,406.25
J030,A,160,3,2026-09-27 04:45:00,3,A-INS,M05,Light,2026-09-30 10:15:00,2026-09-30 12:00:00,0,105,105,56.0
J079,A,149,2,2026-09-27 08:15:00,1,A-CUT,M01,Medium,2026-09-29 12:15:00,2026-09-29 14:15:00,0,120,120,144.0
J079,A,149,2,2026-09-27 08:15:00,2,A-PRS,M04,Maximum,2026-09-30 06:00:00,2026-09-30 09:00:00,0,180,180,375.0
J079,A,149,2,2026-09-27 08:15:00,3,A-INS,M05,Light,2026-09-30 12:00:00,2026-09-30 13:30:00,0,90,90,48.0
J019,B,294,3,2026-09-27 10:15:00,1,B-CUT,M01,Medium,2026-09-29 14:15:00,2026-09-29 18:20:00,20,225,245,274.8
J019,B,294,3,2026-09-27 10:15:00,2,B-HT,M03,Maximum,2026-09-30 04:00:00,2026-09-30 12:05:00,35,450,485,1104.417
J019,B,294,3,2026-09-27 10:15:00,3,B-ASM,M02,Medium,2026-09-30 12:15:00,2026-09-30 17:30:00,15,300,315,277.75
J045,B,127,1,2026-09-27 12:00:00,1,B-CUT,M01,Medium,2026-09-29 18:30:00,2026-09-29 20:15:00,0,105,105,126.0
J045,B,127,1,2026-09-27 12:00:00,2,B-HT,M03,Maximum,2026-09-30 12:15:00,2026-09-30 15:30:00,0,195,195,471.25
J045,B,127,1,2026-09-27 12:00:00,3,B-ASM,M02,Medium,2026-09-30 17:30:00,2026-09-30 19:45:00,0,135,135,123.75
J017,B,202,3,2026-09-27 12:00:00,1,B-CUT,M01,Medium,2026-09-30 06:00:00,2026-09-30 08:45:00,0,165,165,198.0
J017,B,202,3,2026-09-27 12:00:00,2,B-HT,M03,Maximum,2026-09-30 15:30:00,2026-09-30 20:45:00,0,315,315,761.25
J017,B,202,3,2026-09-27 12:00:00,3,B-ASM,M02,Medium,2026-10-01 06:00:00,2026-10-01 09:30:00,0,210,210,192.5
J007,C,70,1,2026-09-27 13:00:00,1,C-ASM,M02,Medium,2026-09-26 19:45:00,2026-09-26 21:15:00,15,75,90,71.5
J007,C,70,1,2026-09-27 13:00:00,2,C-HT,M03,Maximum,2026-09-30 20:45:00,2026-09-30 23:05:00,35,105,140,270.667
J007,C,70,1,2026-09-27 13:00:00,3,C-INS,M05,Light,2026-10-01 08:00:00,2026-10-01 08:55:00,10,45,55,25.067
J074,B,116,2,2026-09-27 14:30:00,1,B-CUT,M01,Medium,2026-09-29 20:15:00,2026-09-29 21:45:00,0,90,90,108.0
J074,B,116,2,2026-09-27 14:30:00,2,B-HT,M03,Maximum,2026-09-30 23:15:00,2026-10-01 02:50:00,35,180,215,451.917
J074,B,116,2,2026-09-27 14:30:00,3,B-ASM,M02,Medium,2026-10-01 09:30:00,2026-10-01 11:45:00,15,120,135,112.75
J066,A,103,2,2026-09-27 14:30:00,1,A-CUT,M01,Medium,2026-09-30 08:45:00,2026-09-30 10:35:00,20,90,110,112.8
J066,A,103,2,2026-09-27 14:30:00,2,A-PRS,M04,Maximum,2026-09-30 10:45:00,2026-09-30 13:00:00,0,135,135,281.25
J066,A,103,2,2026-09-27 14:30:00,3,A-INS,M05,Light,2026-09-30 13:30:00,2026-09-30 14:55:00,10,75,85,41.067
J021,B,249,1,2026-09-27 15:00:00,1,B-CUT,M01,Medium,2026-09-30 10:45:00,2026-09-30 14:20:00,20,195,215,238.8
J021,B,249,1,2026-09-27 15:00:00,2,B-HT,M03,Maximum,2026-10-01 03:00:00,2026-10-01 09:15:00,0,375,375,906.25
J021,B,249,1,2026-09-27 15:00:00,3,B-ASM,M02,Medium,2026-10-01 11:45:00,2026-10-01 16:00:00,0,255,255,233.75
J058,C,297,2,2026-09-27 17:30:00,1,C-ASM,M02,Medium,2026-10-01 16:00:00,2026-10-01 21:15:00,15,300,315,277.75
J058,C,297,2,2026-09-27 17:30:00,2,C-HT,M03,Maximum,2026-10-01 21:15:00,2026-10-02 05:20:00,35,450,485,1104.417
J058,C,297,2,2026-09-27 17:30:00,3,C-INS,M05,Light,2026-10-02 08:00:00,2026-10-02 11:10:00,10,180,190,97.067
J029,A,289,1,2026-09-27 18:15:00,1,A-CUT,M01,Medium,2026-09-30 14:30:00,2026-09-30 18:35:00,20,225,245,274.8
J029,A,289,1,2026-09-27 18:15:00,2,A-PRS,M04,Maximum,2026-10-01 06:00:00,2026-10-01 12:00:00,0,360,360,750.0
J029,A,289,1,2026-09-27 18:15:00,3,A-INS,M05,Light,2026-10-01 12:00:00,2026-10-01 15:10:00,10,180,190,97.067
J036,B,287,2,2026-09-27 18:30:00,1,B-CUT,M01,Medium,2026-10-01 06:00:00,2026-10-01 10:05:00,20,225,245,274.8
J036,B,287,2,2026-09-27 18:30:00,2,B-HT,M03,Maximum,2026-10-01 10:15:00,2026-10-01 18:05:00,35,435,470,1068.167
J036,B,287,2,2026-09-27 18:30:00,3,B-ASM,M02,Medium,2026-10-02 06:00:00,2026-10-02 11:15:00,15,300,315,277.75
J023,C,71,2,2026-09-27 20:00:00,1,C-ASM,M02,Medium,2026-09-27 13:00:00,2026-09-27 14:30:00,15,75,90,71.5
J023,C,71,2,2026-09-27 20:00:00,2,C-HT,M03,Maximum,2026-10-01 18:15:00,2026-10-01 20:50:00,35,120,155,306.917
J023,C,71,2,2026-09-27 20:00:00,3,C-INS,M05,Light,2026-10-02 11:15:00,2026-10-02 12:10:00,10,45,55,25.067
J073,C,278,3,2026-09-27 20:00:00,1,C-ASM,M02,Medium,2026-10-02 11:15:00,2026-10-02 16:00:00,0,285,285,261.25
J073,C,278,3,2026-09-27 20:00:00,2,C-HT,M03,Maximum,2026-10-02 16:00:00,2026-10-02 23:00:00,0,420,420,1015.0
J073,C,278,3,2026-09-27 20:00:00,3,C-INS,M05,Light,2026-10-03 08:00:00,2026-10-03 11:00:00,0,180,180,96.0
J002,B,278,1,2026-09-27 22:00:00,1,B-CUT,M01,Medium,2026-10-01 10:15:00,2026-10-01 13:45:00,0,210,210,252.0
J002,B,278,1,2026-09-27 22:00:00,2,B-HT,M03,Maximum,2026-10-02 05:30:00,2026-10-02 13:05:00,35,420,455,1031.917
J002,B,278,1,2026-09-27 22:00:00,3,B-ASM,M02,Medium,2026-10-02 16:00:00,2026-10-02 21:00:00,15,285,300,264.0
