job_id,product_type,quantity,priority,due_time,process_step,process_id,machine_id,load_type,start_time,end_time,setup_time_min,processing_time_min,total_time_min,energy_kWh_est,energy_cost_est,peak_overlap_slots,co2_kg_est,slack_before_operation_min,slack_policy_mode,candidate_score
J025,B,232,3,2026-09-25 22:45:00,2,B-HT,M03,Maximum,2026-09-27 04:15:00,2026-09-27 10:15:00,0,360,360,870.0,82613.75,1,522.0,-1370.0,late_risk_fast,10830002.75
J025,B,232,3,2026-09-25 22:45:00,3,B-ASM,M02,Medium,2026-09-27 14:15:00,2026-09-27 18:15:00,0,240,240,220.0,30855.0,5,99.0,-2370.0,late_risk_fast,13109671.0
J063,B,134,2,2026-09-26 00:00:00,1,B-CUT,M01,Medium,2026-09-26 15:45:00,2026-09-26 17:30:00,0,105,105,126.0,17442.0,2,56.7,4695.0,normal_energy,5327490.35
J063,B,134,2,2026-09-26 00:00:00,2,B-HT,M03,Maximum,2026-09-27 17:15:00,2026-09-27 20:45:00,0,210,210,507.5,87507.5,11,304.5,-1260.0,late_risk_fast,13746931.5
J063,B,134,2,2026-09-26 00:00:00,3,B-ASM,M02,Medium,2026-09-28 06:00:00,2026-09-28 08:15:00,0,135,135,123.75,17325.0,0,55.688,-2820.0,late_risk_fast,16996365.0
J061,C,79,3,2026-09-26 01:15:00,1,C-ASM,M02,Medium,2026-09-23 17:00:00,2026-09-23 18:45:00,15,90,105,85.25,18755.0,7,38.362,4215.0,normal_energy,33454.181
J061,C,79,3,2026-09-26 01:15:00,2,C-HT,M03,Maximum,2026-09-27 20:45:00,2026-09-27 23:20:00,35,120,155,348.0,32059.5,0,208.8,3115.0,active_peak_avoid,13917450.9
J061,C,79,3,2026-09-26 01:15:00,3,C-INS,M05,Light,2026-09-28 11:00:00,2026-09-28 12:10:00,10,60,70,33.067,4629.33,0,11.573,-2835.0,late_risk_fast,17823705.867
J009,B,166,1,2026-09-26 03:15:00,1,B-CUT,M01,Medium,2026-09-26 17:30:00,2026-09-26 19:45:00,0,135,135,162.0,30294.0,9,72.9,4485.0,normal_energy,5042502.45
J009,B,166,1,2026-09-26 03:15:00,2,B-HT,M03,Maximum,2026-09-27 23:30:00,2026-09-28 04:20:00,35,255,290,630.75,87377.0,0,378.45,-1280.0,late_risk_fast,15095305.4
J009,B,166,1,2026-09-26 03:15:00,3,B-ASM,M02,Medium,2026-09-28 08:15:00,2026-09-28 11:30:00,15,180,195,167.75,23485.0,0,75.487,-3140.0,late_risk_fast,16931117.0
J047,B,233,2,2026-09-26 03:15:00,1,B-CUT,M01,Medium,2026-09-27 06:00:00,2026-09-27 09:00:00,0,180,180,216.0,19512.0,0,97.2,4620.0,normal_energy,9009927.6
J047,B,233,2,2026-09-26 03:15:00,2,B-HT,M03,Maximum,2026-09-28 04:30:00,2026-09-28 10:30:00,0,360,360,870.0,121800.0,0,522.0,-2145.0,late_risk_fast,16848660.0
J047,B,233,2,2026-09-26 03:15:00,3,B-ASM,M02,Medium,2026-09-28 11:30:00,2026-09-28 15:30:00,0,240,240,220.0,30800.0,0,99.0,-3555.0,late_risk_fast,18096160.0
J065,B,241,3,2026-09-26 06:30:00,1,B-CUT,M01,Medium,2026-09-27 09:00:00,2026-09-27 12:15:00,0,195,195,234.0,37638.0,8,105.3,6045.0,normal_energy,9048195.65
J065,B,241,3,2026-09-26 06:30:00,2,B-HT,M03,Maximum,2026-09-28 10:30:00,2026-09-28 16:45:00,0,375,375,906.25,126875.0,0,543.75,-2160.0,late_risk_fast,17784475.0
J065,B,241,3,2026-09-26 06:30:00,3,B-ASM,M02,Medium,2026-09-28 16:45:00,2026-09-28 21:00:00,0,255,255,233.75,32725.0,0,105.188,-3750.0,late_risk_fast,18759095.0
J003,A,179,1,2026-09-26 09:15:00,1,A-CUT,M01,Medium,2026-09-27 12:15:00,2026-09-27 14:50:00,20,135,155,187.2,22276.8,0,84.24,7405.0,normal_energy,8991145.92
J003,A,179,1,2026-09-26 09:15:00,2,A-PRS,M04,Maximum,2026-09-27 15:00:00,2026-09-27 18:45:00,0,225,225,468.75,70656.25,7,281.25,-2000.0,late_risk_fast,10070441.25
J003,A,179,1,2026-09-26 09:15:00,3,A-INS,M05,Light,2026-09-28 12:15:00,2026-09-28 14:25:00,10,120,130,65.067,9109.33,0,22.773,-2140.0,late_risk_fast,16173701.867
J056,A,170,2,2026-09-26 09:15:00,1,A-CUT,M01,Medium,2026-09-26 19:45:00,2026-09-26 22:00:00,0,135,135,162.0,20502.0,1,72.9,5925.0,normal_energy,3914503.45
J056,A,170,2,2026-09-26 09:15:00,2,A-PRS,M04,Maximum,2026-09-27 06:00:00,2026-09-27 09:30:00,0,210,210,437.5,41312.5,0,262.5,-975.0,late_risk_fast,7386162.5
J056,A,170,2,2026-09-26 09:15:00,3,A-INS,M05,Light,2026-09-27 13:00:00,2026-09-27 14:45:00,0,105,105,56.0,6664.0,0,19.6,-1560.0,late_risk_fast,8896482.8
J050,B,78,3,2026-09-26 09:15:00,1,B-CUT,M01,Medium,2026-09-24 20:30:00,2026-09-24 21:50:00,20,60,80,97.2,13608.0,0,43.74,7120.0,normal_energy,64754.87
J050,B,78,3,2026-09-26 09:15:00,2,B-HT,M03,Maximum,2026-09-28 16:45:00,2026-09-28 18:45:00,0,120,120,290.0,40600.0,0,174.0,2005.0,active_peak_avoid,17346352.0
J050,B,78,3,2026-09-26 09:15:00,3,B-ASM,M02,Medium,2026-09-29 06:00:00,2026-09-29 07:30:00,0,90,90,82.5,11550.0,0,37.125,-3540.0,late_risk_fast,21219960.0
J033,B,273,1,2026-09-26 10:45:00,1,B-CUT,M01,Medium,2026-09-27 15:00:00,2026-09-27 18:30:00,0,210,210,252.0,37332.0,6,113.4,7050.0,normal_energy,9657971.7
J033,B,273,1,2026-09-26 10:45:00,2,B-HT,M03,Maximum,2026-09-28 18:45:00,2026-09-29 01:45:00,0,420,420,1015.0,142100.0,0,609.0,-2325.0,late_risk_fast,19238170.0
J033,B,273,1,2026-09-26 10:45:00,3,B-ASM,M02,Medium,2026-09-29 07:30:00,2026-09-29 12:15:00,0,285,285,261.25,36575.0,0,117.562,-4065.0,late_risk_fast,22132615.0
J010,A,289,1,2026-09-26 12:15:00,1,A-CUT,M01,Medium,2026-09-28 06:00:00,2026-09-28 10:05:00,20,225,245,274.8,38472.0,0,123.66,7135.0,normal_energy,13889569.83
J010,A,289,1,2026-09-26 12:15:00,2,A-PRS,M04,Maximum,2026-09-28 10:15:00,2026-09-28 16:15:00,0,360,360,750.0,105000.0,0,450.0,-3110.0,late_risk_fast,15626700.0
J010,A,289,1,2026-09-26 12:15:00,3,A-INS,M05,Light,2026-09-28 16:15:00,2026-09-28 19:15:00,0,180,180,96.0,13440.0,0,33.6,-3300.0,late_risk_fast,16504488.0
J043,B,75,1,2026-09-26 13:15:00,1,B-CUT,M01,Medium,2026-09-27 18:30:00,2026-09-27 19:50:00,20,60,80,97.2,18176.4,7,43.74,7360.0,normal_energy,9292063.27
J043,B,75,1,2026-09-26 13:15:00,2,B-HT,M03,Maximum,2026-09-29 01:45:00,2026-09-29 03:45:00,0,120,120,290.0,40600.0,0,174.0,-1955.0,late_risk_fast,19136270.0
J043,B,75,1,2026-09-26 13:15:00,3,B-ASM,M02,Medium,2026-09-29 12:15:00,2026-09-29 13:30:00,0,75,75,68.75,9625.0,0,30.938,-3825.0,late_risk_fast,21784775.0
J046,C,117,2,2026-09-26 16:00:00,1,C-ASM,M02,Medium,2026-09-22 08:15:00,2026-09-22 10:30:00,15,120,135,112.75,17985.0,2,50.737,7185.0,normal_energy,30726.369
J046,C,117,2,2026-09-26 16:00:00,2,C-HT,M03,Maximum,2026-09-29 03:45:00,2026-09-29 07:20:00,35,180,215,451.917,63268.33,0,271.15,5875.0,active_peak_avoid,19162411.908
J046,C,117,2,2026-09-26 16:00:00,3,C-INS,M05,Light,2026-09-29 08:00:00,2026-09-29 09:25:00,10,75,85,41.067,5749.33,0,14.373,-3885.0,late_risk_fast,19635479.867
J006,C,204,1,2026-09-26 17:00:00,1,C-ASM,M02,Medium,2026-09-25 13:30:00,2026-09-25 17:00:00,0,210,210,192.5,26950.0,0,86.625,6030.0,normal_energy,73853.312
J006,C,204,1,2026-09-26 17:00:00,2,C-HT,M03,Maximum,2026-09-29 07:30:00,2026-09-29 12:45:00,0,315,315,761.25,106575.0,0,456.75,1125.0,limited_energy,20484804.375
J006,C,204,1,2026-09-26 17:00:00,3,C-INS,M05,Light,2026-09-29 12:45:00,2026-09-29 15:00:00,0,135,135,72.0,10080.0,0,25.2,-4200.0,late_risk_fast,21003366.0
J049,A,83,3,2026-09-26 17:15:00,1,A-CUT,M01,Medium,2026-09-27 20:00:00,2026-09-27 21:35:00,20,75,95,115.2,13708.8,0,51.84,6145.0,normal_energy,8593932.72
J049,A,83,3,2026-09-26 17:15:00,2,A-PRS,M04,Maximum,2026-09-28 06:00:00,2026-09-28 07:45:00,0,105,105,218.75,30625.0,0,131.25,-1805.0,late_risk_fast,11663225.0
J049,A,83,3,2026-09-26 17:15:00,3,A-INS,M05,Light,2026-09-28 14:30:00,2026-09-28 15:40:00,10,60,70,33.067,4629.33,0,11.573,-2380.0,late_risk_fast,14011755.867
J077,A,154,1,2026-09-26 18:45:00,1,A-CUT,M01,Medium,2026-09-28 10:15:00,2026-09-28 12:15:00,0,120,120,144.0,20160.0,0,64.8,5640.0,normal_energy,12553142.4
J077,A,154,1,2026-09-26 18:45:00,2,A-PRS,M04,Maximum,2026-09-28 16:15:00,2026-09-28 19:30:00,0,195,195,406.25,56875.0,0,243.75,-2685.0,late_risk_fast,14688725.0
J077,A,154,1,2026-09-26 18:45:00,3,A-INS,M05,Light,2026-09-29 09:30:00,2026-09-29 11:15:00,0,105,105,56.0,7840.0,0,19.6,-3030.0,late_risk_fast,19529018.0
J013,B,233,3,2026-09-26 22:15:00,1,B-CUT,M01,Medium,2026-09-28 12:15:00,2026-09-28 15:35:00,20,180,200,220.8,30912.0,0,99.36,5920.0,normal_energy,12516841.68
J013,B,233,3,2026-09-26 22:15:00,2,B-HT,M03,Maximum,2026-09-29 12:45:00,2026-09-29 19:20:00,35,360,395,886.917,124168.33,0,532.15,-2875.0,late_risk_fast,21020763.667
J013,B,233,3,2026-09-26 22:15:00,3,B-ASM,M02,Medium,2026-09-30 06:00:00,2026-09-30 10:15:00,15,240,255,222.75,31185.0,0,100.237,-4400.0,late_risk_fast,25343307.0
J011,B,286,1,2026-09-26 23:15:00,1,B-CUT,M01,Medium,2026-09-28 15:45:00,2026-09-28 19:30:00,0,225,225,270.0,37800.0,0,121.5,4095.0,normal_energy,13381755.75
J011,B,286,1,2026-09-26 23:15:00,2,B-HT,M03,Maximum,2026-09-29 19:30:00,2026-09-30 02:45:00,0,435,435,1051.25,147175.0,0,630.75,-3090.0,late_risk_fast,22986185.0
J011,B,286,1,2026-09-26 23:15:00,3,B-ASM,M02,Medium,2026-09-30 10:15:00,2026-09-30 15:15:00,0,300,300,275.0,38500.0,0,123.75,-4830.0,late_risk_fast,26505200.0
J072,C,166,2,2026-09-27 01:45:00,1,C-ASM,M02,Medium,2026-09-27 18:15:00,2026-09-27 21:30:00,15,180,195,167.75,25759.25,7,75.487,7485.0,normal_energy,6044289.994
J072,C,166,2,2026-09-27 01:45:00,2,C-HT,M03,Maximum,2026-09-30 02:45:00,2026-09-30 07:35:00,35,255,290,633.167,88643.33,0,379.9,-1475.0,late_risk_fast,24041858.667
J072,C,166,2,2026-09-27 01:45:00,3,C-INS,M05,Light,2026-09-30 08:00:00,2026-09-30 09:55:00,10,105,115,57.067,7989.33,0,19.973,-4785.0,late_risk_fast,24058077.867
J062,A,286,1,2026-09-27 02:15:00,1,A-CUT,M01,Medium,2026-09-29 06:00:00,2026-09-29 10:05:00,20,225,245,274.8,38472.0,0,123.66,4435.0,normal_energy,16868149.83
J062,A,286,1,2026-09-27 02:15:00,2,A-PRS,M04,Maximum,2026-09-29 10:15:00,2026-09-29 16:00:00,0,345,345,718.75,100625.0,0,431.25,-3695.0,late_risk_fast,18550675.0
J062,A,286,1,2026-09-27 02:15:00,3,A-INS,M05,Light,2026-09-29 16:00:00,2026-09-29 19:10:00,10,180,190,97.067,13589.33,0,33.973,-3895.0,late_risk_fast,19479697.867
J030,A,160,3,2026-09-27 04:45:00,1,A-CUT,M01,Medium,2026-09-28 19:30:00,2026-09-28 21:30:00,0,120,120,144.0,20160.0,0,64.8,6060.0,normal_energy,12331967.4
J030,A,160,3,2026-09-27 04:45:00,2,A-PRS,M04,Maximum,2026-09-29 06:00:00,2026-09-29 09:15:00,0,195,195,406.25,56875.0,0,243.75,-2640.0,late_risk_fast,15870425.0
J030,A,160,3,2026-09-27 04:45:00,3,A-INS,M05,Light,2026-09-30 10:00:00,2026-09-30 11:45:00,0,105,105,56.0,7840.0,0,19.6,-3255.0,late_risk_fast,24014468.0
J079,A,149,2,2026-09-27 08:15:00,1,A-CUT,M01,Medium,2026-09-29 10:15:00,2026-09-29 12:15:00,0,120,120,144.0,20160.0,0,64.8,5820.0,normal_energy,15711404.4
J079,A,149,2,2026-09-27 08:15:00,2,A-PRS,M04,Maximum,2026-09-29 16:00:00,2026-09-29 19:00:00,0,180,180,375.0,52500.0,0,225.0,-3300.0,late_risk_fast,17684550.0
J079,A,149,2,2026-09-27 08:15:00,3,A-INS,M05,Light,2026-09-30 11:45:00,2026-09-30 13:15:00,0,90,90,48.0,6720.0,0,16.8,-3615.0,late_risk_fast,23313294.0
J019,B,294,3,2026-09-27 10:15:00,1,B-CUT,M01,Medium,2026-09-29 12:15:00,2026-09-29 16:20:00,20,225,245,274.8,38472.0,0,123.66,7015.0,normal_energy,16368394.83
J019,B,294,3,2026-09-27 10:15:00,2,B-HT,M03,Maximum,2026-09-30 07:45:00,2026-09-30 15:50:00,35,450,485,1104.417,154618.33,0,662.65,-3730.0,late_risk_fast,23505303.667
J019,B,294,3,2026-09-27 10:15:00,3,B-ASM,M02,Medium,2026-09-30 16:00:00,2026-09-30 21:15:00,15,300,315,277.75,38885.0,0,124.987,-4970.0,late_risk_fast,24913147.0
J045,B,127,1,2026-09-27 12:00:00,1,B-CUT,M01,Medium,2026-09-29 16:30:00,2026-09-29 18:15:00,0,105,105,126.0,17640.0,0,56.7,5235.0,normal_energy,16379287.35
J045,B,127,1,2026-09-27 12:00:00,2,B-HT,M03,Maximum,2026-09-30 16:00:00,2026-09-30 19:15:00,0,195,195,471.25,65975.0,0,282.75,-3450.0,late_risk_fast,24064195.0
J045,B,127,1,2026-09-27 12:00:00,3,B-ASM,M02,Medium,2026-10-01 06:00:00,2026-10-01 08:15:00,0,135,135,123.75,17325.0,0,55.688,-4890.0,late_risk_fast,27815265.0
J017,B,202,3,2026-09-27 12:00:00,1,B-CUT,M01,Medium,2026-09-29 18:15:00,2026-09-29 21:00:00,0,165,165,198.0,27720.0,0,89.1,5625.0,normal_energy,17220056.55
J017,B,202,3,2026-09-27 12:00:00,2,B-HT,M03,Maximum,2026-09-30 19:15:00,2026-10-01 00:30:00,0,315,315,761.25,106575.0,0,456.75,-3735.0,late_risk_fast,25654815.0
J017,B,202,3,2026-09-27 12:00:00,3,B-ASM,M02,Medium,2026-10-01 08:15:00,2026-10-01 11:45:00,0,210,210,192.5,26950.0,0,86.625,-5280.0,late_risk_fast,28830140.0
J007,C,70,1,2026-09-27 13:00:00,1,C-ASM,M02,Medium,2026-09-24 11:15:00,2026-09-24 12:45:00,15,75,90,71.5,12430.0,3,32.175,5100.0,normal_energy,22487.088
J007,C,70,1,2026-09-27 13:00:00,2,C-HT,M03,Maximum,2026-10-01 00:30:00,2026-10-01 02:50:00,35,105,140,270.667,37893.33,0,162.4,4195.0,active_peak_avoid,25883601.533
J007,C,70,1,2026-09-27 13:00:00,3,C-INS,M05,Light,2026-10-01 08:00:00,2026-10-01 08:55:00,10,45,55,25.067,3509.33,0,8.773,-5205.0,late_risk_fast,27641431.867
J074,B,116,2,2026-09-27 14:30:00,1,B-CUT,M01,Medium,2026-09-30 06:00:00,2026-09-30 07:30:00,0,90,90,108.0,15120.0,0,48.6,7530.0,normal_energy,19631748.3
J074,B,116,2,2026-09-27 14:30:00,2,B-HT,M03,Maximum,2026-10-01 03:00:00,2026-10-01 06:35:00,35,180,215,451.917,63268.33,0,271.15,-4115.0,late_risk_fast,26685783.667
J074,B,116,2,2026-09-27 14:30:00,3,B-ASM,M02,Medium,2026-10-01 11:45:00,2026-10-01 14:00:00,15,120,135,112.75,15785.0,0,50.737,-5420.0,late_risk_fast,28719727.0
J066,A,103,2,2026-09-27 14:30:00,1,A-CUT,M01,Medium,2026-09-30 07:30:00,2026-09-30 09:20:00,20,90,110,112.8,15792.0,0,50.76,6070.0,normal_energy,20168815.38
J066,A,103,2,2026-09-27 14:30:00,2,A-PRS,M04,Maximum,2026-09-30 09:30:00,2026-09-30 11:45:00,0,135,135,281.25,39375.0,0,168.75,-4145.0,late_risk_fast,20786325.0
J066,A,103,2,2026-09-27 14:30:00,3,A-INS,M05,Light,2026-09-30 13:15:00,2026-09-30 14:40:00,10,75,85,41.067,5749.33,0,14.373,-4240.0,late_risk_fast,21670979.867
J021,B,249,1,2026-09-27 15:00:00,1,B-CUT,M01,Medium,2026-09-30 09:30:00,2026-09-30 13:05:00,20,195,215,238.8,33432.0,0,107.46,5305.0,normal_energy,21155690.73
J021,B,249,1,2026-09-27 15:00:00,2,B-HT,M03,Maximum,2026-10-01 06:45:00,2026-10-01 13:00:00,0,375,375,906.25,126875.0,0,543.75,-4580.0,late_risk_fast,28451725.0
J021,B,249,1,2026-09-27 15:00:00,3,B-ASM,M02,Medium,2026-10-01 14:00:00,2026-10-01 18:15:00,0,255,255,233.75,32725.0,0,105.188,-5895.0,late_risk_fast,29796695.0
J058,C,297,2,2026-09-27 17:30:00,1,C-ASM,M02,Medium,2026-09-29 13:30:00,2026-09-29 18:45:00,15,300,315,277.75,38885.0,0,124.987,7245.0,normal_energy,14918170.494
J058,C,297,2,2026-09-27 17:30:00,2,C-HT,M03,Maximum,2026-10-01 13:00:00,2026-10-01 21:05:00,35,450,485,1104.417,154618.33,0,662.65,-3440.0,late_risk_fast,30443403.667
J058,C,297,2,2026-09-27 17:30:00,3,C-INS,M05,Light,2026-10-02 08:00:00,2026-10-02 11:10:00,10,180,190,97.067,13589.33,0,33.973,-6165.0,late_risk_fast,34242247.867
J029,A,289,1,2026-09-27 18:15:00,1,A-CUT,M01,Medium,2026-09-30 13:15:00,2026-09-30 17:20:00,20,225,245,274.8,38472.0,0,123.66,5875.0,normal_energy,21467170.83
J029,A,289,1,2026-09-27 18:15:00,2,A-PRS,M04,Maximum,2026-10-01 06:00:00,2026-10-01 12:00:00,0,360,360,750.0,105000.0,0,450.0,-4625.0,late_risk_fast,27109200.0
J029,A,289,1,2026-09-27 18:15:00,3,A-INS,M05,Light,2026-10-01 12:00:00,2026-10-01 15:10:00,10,180,190,97.067,13589.33,0,33.973,-5575.0,late_risk_fast,27879697.867
J036,B,287,2,2026-09-27 18:30:00,1,B-CUT,M01,Medium,2026-09-30 17:30:00,2026-09-30 21:35:00,20,225,245,274.8,38472.0,0,123.66,5995.0,normal_energy,22670842.83
J036,B,287,2,2026-09-27 18:30:00,2,B-HT,M03,Maximum,2026-10-01 21:15:00,2026-10-02 05:05:00,35,435,470,1068.167,149543.33,0,640.9,-4975.0,late_risk_fast,32308088.667
J036,B,287,2,2026-09-27 18:30:00,3,B-ASM,M02,Medium,2026-10-02 06:00:00,2026-10-02 11:15:00,15,300,315,277.75,38885.0,0,124.987,-6710.0,late_risk_fast,33847597.0
J023,C,71,2,2026-09-27 20:00:00,1,C-ASM,M02,Medium,2026-09-29 18:45:00,2026-09-29 20:15:00,15,75,90,71.5,10010.0,0,32.175,6030.0,normal_energy,14576199.088
J023,C,71,2,2026-09-27 20:00:00,2,C-HT,M03,Maximum,2026-10-02 05:15:00,2026-10-02 07:50:00,35,120,155,306.917,42968.33,0,184.15,-3050.0,late_risk_fast,33078623.667
J023,C,71,2,2026-09-27 20:00:00,3,C-INS,M05,Light,2026-10-02 11:15:00,2026-10-02 12:10:00,10,45,55,25.067,3509.33,0,8.773,-6525.0,late_risk_fast,33694381.867
J073,C,278,3,2026-09-27 20:00:00,1,C-ASM,M02,Medium,2026-10-02 11:15:00,2026-10-02 16:00:00,0,285,285,261.25,36575.0,0,117.562,6150.0,normal_energy,34970412.781
J073,C,278,3,2026-09-27 20:00:00,2,C-HT,M03,Maximum,2026-10-02 16:00:00,2026-10-02 23:00:00,0,420,420,1015.0,142100.0,0,609.0,-7380.0,late_risk_fast,36932620.0
J073,C,278,3,2026-09-27 20:00:00,3,C-INS,M05,Light,2026-10-03 08:00:00,2026-10-03 11:00:00,0,180,180,96.0,13440.0,0,33.6,-7560.0,late_risk_fast,40617888.0
J002,B,278,1,2026-09-27 22:00:00,1,B-CUT,M01,Medium,2026-10-01 06:00:00,2026-10-01 09:30:00,0,210,210,252.0,35280.0,0,113.4,5610.0,normal_energy,25193702.7
J002,B,278,1,2026-09-27 22:00:00,2,B-HT,M03,Maximum,2026-10-02 08:00:00,2026-10-02 15:35:00,35,420,455,1031.917,144468.33,0,619.15,-5465.0,late_risk_fast,34392223.667
J002,B,278,1,2026-09-27 22:00:00,3,B-ASM,M02,Medium,2026-10-02 16:00:00,2026-10-02 21:00:00,15,285,300,264.0,36960.0,0,118.8,-7115.0,late_risk_fast,35715762.0
