job_id,product_type,quantity,priority,due_time,process_step,process_id,machine_id,load_type,start_time,end_time,setup_time_min,processing_time_min,total_time_min,energy_kWh_est,energy_cost_est,peak_overlap_slots,co2_kg_est,candidate_score
J003,A,179,1,2026-09-26 09:15:00,2,A-PRS,M04,Maximum,2026-09-27 15:00:00,2026-09-27 18:45:00,0,225,225,468.75,70656.25,7,281.25,2084297.375
J003,A,179,1,2026-09-26 09:15:00,3,A-INS,M05,Light,2026-09-28 12:00:00,2026-09-28 14:10:00,10,120,130,65.067,9109.33,0,22.773,3184222.47
J056,A,170,2,2026-09-26 09:15:00,1,A-CUT,M01,Medium,2026-09-26 19:45:00,2026-09-26 22:00:00,0,135,135,162.0,20502.0,1,72.9,786372.95
J056,A,170,2,2026-09-26 09:15:00,2,A-PRS,M04,Maximum,2026-09-27 10:30:00,2026-09-27 14:00:00,0,210,210,437.5,64812.5,6,262.5,1792981.25
J056,A,170,2,2026-09-26 09:15:00,3,A-INS,M05,Light,2026-09-27 15:30:00,2026-09-27 17:15:00,0,105,105,56.0,7208.0,1,19.6,1927722.3
J050,B,78,3,2026-09-26 09:15:00,1,B-CUT,M01,Medium,2026-09-27 15:00:00,2026-09-27 16:20:00,20,60,80,97.2,11566.8,0,43.74,1877137.92
J050,B,78,3,2026-09-26 09:15:00,2,B-HT,M03,Maximum,2026-09-28 20:45:00,2026-09-28 22:45:00,0,120,120,290.0,40600.0,0,174.0,3730772.25
J050,B,78,3,2026-09-26 09:15:00,3,B-ASM,M02,Medium,2026-09-29 10:15:00,2026-09-29 11:45:00,0,90,90,82.5,11550.0,0,37.125,4481603.062
J033,B,273,1,2026-09-26 10:45:00,1,B-CUT,M01,Medium,2026-09-27 16:30:00,2026-09-27 20:00:00,0,210,210,252.0,44676.0,12,113.4,2046184.95
J033,B,273,1,2026-09-26 10:45:00,2,B-HT,M03,Maximum,2026-09-28 22:45:00,2026-09-29 05:45:00,0,420,420,1015.0,142100.0,0,609.0,4162484.75
J033,B,273,1,2026-09-26 10:45:00,3,B-ASM,M02,Medium,2026-09-29 11:45:00,2026-09-29 16:30:00,0,285,285,261.25,36575.0,0,117.562,4701651.781
J010,A,289,1,2026-09-26 12:15:00,1,A-CUT,M01,Medium,2026-09-28 06:00:00,2026-09-28 10:05:00,20,225,245,274.8,38472.0,0,123.66,2789128.08
J010,A,289,1,2026-09-26 12:15:00,2,A-PRS,M04,Maximum,2026-09-28 10:15:00,2026-09-28 16:15:00,0,360,360,750.0,105000.0,0,450.0,3225225.5
J010,A,289,1,2026-09-26 12:15:00,3,A-INS,M05,Light,2026-09-28 16:15:00,2026-09-28 19:15:00,0,180,180,96.0,13440.0,0,33.6,3313456.8
J043,B,75,1,2026-09-26 13:15:00,1,B-CUT,M01,Medium,2026-09-27 20:00:00,2026-09-27 21:20:00,20,60,80,97.2,11566.8,0,43.74,1937152.92
J043,B,75,1,2026-09-26 13:15:00,2,B-HT,M03,Maximum,2026-09-29 05:45:00,2026-09-29 07:45:00,0,120,120,290.0,40600.0,0,174.0,4030784.25
J043,B,75,1,2026-09-26 13:15:00,3,B-ASM,M02,Medium,2026-09-29 16:30:00,2026-09-29 17:45:00,0,75,75,68.75,9625.0,0,30.938,4599666.719
J046,C,117,2,2026-09-26 16:00:00,1,C-ASM,M02,Medium,2026-09-22 08:30:00,2026-09-22 10:45:00,15,120,135,112.75,19085.0,3,50.737,20740.869
J046,C,117,2,2026-09-26 16:00:00,2,C-HT,M03,Maximum,2026-09-29 07:45:00,2026-09-29 11:20:00,35,180,215,451.917,63268.33,0,271.15,4104073.908
J046,C,117,2,2026-09-26 16:00:00,3,C-INS,M05,Light,2026-09-29 11:30:00,2026-09-29 12:55:00,10,75,85,41.067,5749.33,0,14.373,4140807.02
J006,C,204,1,2026-09-26 17:00:00,1,C-ASM,M02,Medium,2026-09-27 18:30:00,2026-09-27 22:00:00,0,210,210,192.5,28517.5,6,86.625,1771949.312
J006,C,204,1,2026-09-26 17:00:00,2,C-HT,M03,Maximum,2026-09-29 11:30:00,2026-09-29 16:45:00,0,315,315,761.25,106575.0,0,456.75,4411915.875
J006,C,204,1,2026-09-26 17:00:00,3,C-INS,M05,Light,2026-09-29 16:45:00,2026-09-29 19:00:00,0,135,135,72.0,10080.0,0,25.2,4450092.6
J049,A,83,3,2026-09-26 17:15:00,1,A-CUT,M01,Medium,2026-09-28 10:15:00,2026-09-28 11:50:00,20,75,95,94.8,13272.0,0,42.66,2568828.33
J049,A,83,3,2026-09-26 17:15:00,2,A-PRS,M04,Maximum,2026-09-28 16:15:00,2026-09-28 18:00:00,0,105,105,218.75,30625.0,0,131.25,2955703.875
J049,A,83,3,2026-09-26 17:15:00,3,A-INS,M05,Light,2026-09-29 08:00:00,2026-09-29 09:10:00,10,60,70,33.067,4629.33,0,11.573,3839727.12
J077,A,154,1,2026-09-26 18:45:00,1,A-CUT,M01,Medium,2026-09-28 12:00:00,2026-09-28 14:00:00,0,120,120,144.0,20160.0,0,64.8,2615604.15
J077,A,154,1,2026-09-26 18:45:00,2,A-PRS,M04,Maximum,2026-09-28 18:00:00,2026-09-28 21:15:00,0,195,195,406.25,56875.0,0,243.75,3087008.875
J077,A,154,1,2026-09-26 18:45:00,3,A-INS,M05,Light,2026-09-29 09:15:00,2026-09-29 11:00:00,0,105,105,56.0,7840.0,0,19.6,3862885.8
J013,B,233,3,2026-09-26 22:15:00,1,B-CUT,M01,Medium,2026-09-28 14:00:00,2026-09-28 17:20:00,20,180,200,220.8,30912.0,0,99.36,2616486.93
J013,B,233,3,2026-09-26 22:15:00,2,B-HT,M03,Maximum,2026-09-29 16:45:00,2026-09-29 23:20:00,35,360,395,886.917,124168.33,0,532.15,4509679.658
J013,B,233,3,2026-09-26 22:15:00,3,B-ASM,M02,Medium,2026-09-30 06:00:00,2026-09-30 10:15:00,15,240,255,222.75,31185.0,0,100.238,5071330.119
J011,B,286,1,2026-09-26 23:15:00,1,B-CUT,M01,Medium,2026-09-28 17:30:00,2026-09-28 21:15:00,0,225,225,270.0,37800.0,0,121.5,2798203.5
J011,B,286,1,2026-09-26 23:15:00,2,B-HT,M03,Maximum,2026-09-29 23:30:00,2026-09-30 06:45:00,0,435,435,1051.25,147175.0,0,630.75,4917569.125
J011,B,286,1,2026-09-26 23:15:00,3,B-ASM,M02,Medium,2026-09-30 10:15:00,2026-09-30 15:15:00,0,300,300,275.0,38500.0,0,123.75,5318572.375
J072,C,166,2,2026-09-27 01:45:00,1,C-ASM,M02,Medium,2026-09-28 18:30:00,2026-09-28 21:45:00,15,180,195,167.75,23485.0,0,75.488,2664103.994
J072,C,166,2,2026-09-27 01:45:00,2,C-HT,M03,Maximum,2026-09-30 06:45:00,2026-09-30 11:35:00,35,255,290,633.167,88643.33,0,379.9,4999107.283
J072,C,166,2,2026-09-27 01:45:00,3,C-INS,M05,Light,2026-09-30 11:45:00,2026-09-30 13:40:00,10,105,115,57.067,7989.33,0,19.973,5043049.82
J062,A,286,1,2026-09-27 02:15:00,1,A-CUT,M01,Medium,2026-09-29 06:00:00,2026-09-29 10:05:00,20,225,245,274.8,38472.0,0,123.66,3389023.08
J062,A,286,1,2026-09-27 02:15:00,2,A-PRS,M04,Maximum,2026-09-29 10:15:00,2026-09-29 16:00:00,0,345,345,718.75,100625.0,0,431.25,3805841.125
J062,A,286,1,2026-09-27 02:15:00,3,A-INS,M05,Light,2026-09-30 08:00:00,2026-09-30 11:10:00,10,180,190,97.067,13589.33,0,33.973,4868704.32
J030,A,160,3,2026-09-27 04:45:00,1,A-CUT,M01,Medium,2026-09-29 10:15:00,2026-09-29 12:15:00,0,120,120,144.0,20160.0,0,64.8,3350661.9
J030,A,160,3,2026-09-27 04:45:00,2,A-PRS,M04,Maximum,2026-09-29 16:00:00,2026-09-29 19:15:00,0,195,195,406.25,56875.0,0,243.75,3807008.125
J030,A,160,3,2026-09-27 04:45:00,3,A-INS,M05,Light,2026-09-30 13:45:00,2026-09-30 15:30:00,0,105,105,56.0,7840.0,0,19.6,4972905.3
J079,A,149,2,2026-09-27 08:15:00,1,A-CUT,M01,Medium,2026-09-29 12:15:00,2026-09-29 14:15:00,0,120,120,144.0,20160.0,0,64.8,3260645.4
J079,A,149,2,2026-09-27 08:15:00,2,A-PRS,M04,Maximum,2026-09-30 06:00:00,2026-09-30 09:00:00,0,180,180,375.0,52500.0,0,225.0,4417659.75
J079,A,149,2,2026-09-27 08:15:00,3,A-INS,M05,Light,2026-09-30 15:30:00,2026-09-30 17:00:00,0,90,90,48.0,6720.0,0,16.8,4851747.9
J019,B,294,3,2026-09-27 10:15:00,1,B-CUT,M01,Medium,2026-09-29 14:15:00,2026-09-29 18:20:00,20,225,245,274.8,38472.0,0,123.66,3404152.83
J019,B,294,3,2026-09-27 10:15:00,2,B-HT,M03,Maximum,2026-09-30 11:45:00,2026-09-30 19:50:00,35,450,485,1104.417,154618.33,0,662.65,5050176.908
J019,B,294,3,2026-09-27 10:15:00,3,B-ASM,M02,Medium,2026-10-01 06:00:00,2026-10-01 11:15:00,15,300,315,277.75,38885.0,0,124.988,5859052.994
J045,B,127,1,2026-09-27 12:00:00,1,B-CUT,M01,Medium,2026-09-29 18:30:00,2026-09-29 20:15:00,0,105,105,126.0,17640.0,0,56.7,3393098.85
J045,B,127,1,2026-09-27 12:00:00,2,B-HT,M03,Maximum,2026-09-30 20:00:00,2026-09-30 23:15:00,0,195,195,471.25,65975.0,0,282.75,5061187.625
J045,B,127,1,2026-09-27 12:00:00,3,B-ASM,M02,Medium,2026-10-01 11:15:00,2026-10-01 13:30:00,0,135,135,123.75,17325.0,0,55.688,5867388.844
J017,B,202,3,2026-09-27 12:00:00,1,B-CUT,M01,Medium,2026-09-30 06:00:00,2026-09-30 08:45:00,0,165,165,198.0,27720.0,0,89.1,4153252.05
J017,B,202,3,2026-09-27 12:00:00,2,B-HT,M03,Maximum,2026-09-30 23:15:00,2026-10-01 04:30:00,0,315,315,761.25,106575.0,0,456.75,5416846.875
J017,B,202,3,2026-09-27 12:00:00,3,B-ASM,M02,Medium,2026-10-01 13:30:00,2026-10-01 17:00:00,0,210,210,192.5,26950.0,0,86.625,6087020.312
J007,C,70,1,2026-09-27 13:00:00,1,C-ASM,M02,Medium,2026-09-26 20:00:00,2026-09-26 21:30:00,15,75,90,71.5,8508.5,0,32.175,8808.087
J007,C,70,1,2026-09-27 13:00:00,2,C-HT,M03,Maximum,2026-10-01 04:30:00,2026-10-01 06:50:00,35,105,140,270.667,37893.33,0,162.4,5428458.533
J007,C,70,1,2026-09-27 13:00:00,3,C-INS,M05,Light,2026-10-01 08:00:00,2026-10-01 08:55:00,10,45,55,25.067,3509.33,0,8.773,5518567.22
J074,B,116,2,2026-09-27 14:30:00,1,B-CUT,M01,Medium,2026-09-29 20:15:00,2026-09-29 21:45:00,0,90,90,108.0,15120.0,0,48.6,3330686.55
J074,B,116,2,2026-09-27 14:30:00,2,B-HT,M03,Maximum,2026-10-01 07:00:00,2026-10-01 10:35:00,35,180,215,451.917,63268.33,0,271.15,5588678.658
J074,B,116,2,2026-09-27 14:30:00,3,B-ASM,M02,Medium,2026-10-01 17:00:00,2026-10-01 19:15:00,15,120,135,112.75,15785.0,0,50.738,6060904.619
J066,A,103,2,2026-09-27 14:30:00,1,A-CUT,M01,Medium,2026-09-30 08:45:00,2026-09-30 10:35:00,20,90,110,112.8,15792.0,0,50.76,4101425.13
J066,A,103,2,2026-09-27 14:30:00,2,A-PRS,M04,Maximum,2026-09-30 10:45:00,2026-09-30 13:00:00,0,135,135,281.25,39375.0,0,168.75,4269459.875
J066,A,103,2,2026-09-27 14:30:00,3,A-INS,M05,Light,2026-09-30 17:00:00,2026-09-30 18:25:00,10,75,85,41.067,5749.33,0,14.373,4560818.52
J021,B,249,1,2026-09-27 15:00:00,1,B-CUT,M01,Medium,2026-09-30 10:45:00,2026-09-30 14:20:00,20,195,215,238.8,33432.0,0,107.46,4314064.98
J021,B,249,1,2026-09-27 15:00:00,2,B-HT,M03,Maximum,2026-10-01 10:45:00,2026-10-01 17:00:00,0,375,375,906.25,126875.0,0,543.75,6007208.125
J021,B,249,1,2026-09-27 15:00:00,3,B-ASM,M02,Medium,2026-10-02 06:00:00,2026-10-02 10:15:00,0,255,255,233.75,32725.0,0,105.188,6947816.594
J058,C,297,2,2026-09-27 17:30:00,1,C-ASM,M02,Medium,2026-09-30 15:15:00,2026-09-30 20:30:00,15,300,315,277.75,38885.0,0,124.988,4539609.744
J058,C,297,2,2026-09-27 17:30:00,2,C-HT,M03,Maximum,2026-10-01 17:00:00,2026-10-02 01:05:00,35,450,485,1104.417,154618.33,0,662.65,6370186.158
J058,C,297,2,2026-09-27 17:30:00,3,C-INS,M05,Light,2026-10-02 08:00:00,2026-10-02 11:10:00,10,180,190,97.067,13589.33,0,33.973,6833677.07
J029,A,289,1,2026-09-27 18:15:00,1,A-CUT,M01,Medium,2026-09-30 14:30:00,2026-09-30 18:35:00,20,225,245,274.8,38472.0,0,123.66,4379144.58
J029,A,289,1,2026-09-27 18:15:00,2,A-PRS,M04,Maximum,2026-10-01 06:00:00,2026-10-01 12:00:00,0,360,360,750.0,105000.0,0,450.0,5490259.25
J029,A,289,1,2026-09-27 18:15:00,3,A-INS,M05,Light,2026-10-01 12:00:00,2026-10-01 15:10:00,10,180,190,97.067,13589.33,0,33.973,5588656.32
J036,B,287,2,2026-09-27 18:30:00,1,B-CUT,M01,Medium,2026-10-01 06:00:00,2026-10-01 10:05:00,20,225,245,274.8,38472.0,0,123.66,5294196.33
J036,B,287,2,2026-09-27 18:30:00,2,B-HT,M03,Maximum,2026-10-02 01:15:00,2026-10-02 09:05:00,35,435,470,1068.167,149543.33,0,640.9,6785084.283
J036,B,287,2,2026-09-27 18:30:00,3,B-ASM,M02,Medium,2026-10-02 10:15:00,2026-10-02 15:30:00,15,300,315,277.75,38885.0,0,124.988,7059025.994
J023,C,71,2,2026-09-27 20:00:00,1,C-ASM,M02,Medium,2026-09-29 17:45:00,2026-09-29 19:15:00,15,75,90,71.5,10010.0,0,32.175,2845544.338
J023,C,71,2,2026-09-27 20:00:00,2,C-HT,M03,Maximum,2026-10-02 09:15:00,2026-10-02 11:50:00,35,120,155,306.917,42968.33,0,184.15,6753421.408
J023,C,71,2,2026-09-27 20:00:00,3,C-INS,M05,Light,2026-10-02 12:00:00,2026-10-02 12:55:00,10,45,55,25.067,3509.33,0,8.773,6778564.22
J073,C,278,3,2026-09-27 20:00:00,1,C-ASM,M02,Medium,2026-10-02 15:30:00,2026-10-02 20:15:00,0,285,285,261.25,36575.0,0,117.562,7252302.031
J073,C,278,3,2026-09-27 20:00:00,2,C-HT,M03,Maximum,2026-10-02 20:15:00,2026-10-03 03:15:00,0,420,420,1015.0,142100.0,0,609.0,7777404.5
J073,C,278,3,2026-09-27 20:00:00,3,C-INS,M05,Light,2026-10-03 08:00:00,2026-10-03 11:00:00,0,180,180,96.0,13440.0,0,33.6,8113471.05
J002,B,278,1,2026-09-27 22:00:00,1,B-CUT,M01,Medium,2026-10-01 10:15:00,2026-10-01 13:45:00,0,210,210,252.0,35280.0,0,113.4,5300880.45
J002,B,278,1,2026-09-27 22:00:00,2,B-HT,M03,Maximum,2026-10-02 12:00:00,2026-10-02 19:35:00,35,420,455,1031.917,144468.33,0,619.15,7200019.658
J002,B,278,1,2026-09-27 22:00:00,3,B-ASM,M02,Medium,2026-10-03 06:00:00,2026-10-03 11:00:00,15,285,300,264.0,36960.0,0,118.8,8017125.65
